origin	raw_sha256	normalized_sha256	basename	encoding	classification	markers
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/5mp_2dgb01.zip![3]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/765no0.zip![11]:ARCHIVES.BBS	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	archives.bbs	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/abi_2d0695.zip![22]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ac!-dd.zip![16]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ac_21_2ddd.zip![16]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/acme1295.zip![35]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/act_2d1094.zip![28]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/aim_2d0994.zip![47]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/aim_2d0995.zip![31]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ali_2d0194.zip![30]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ali_2d0394.zip![28]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ali_2d0494.zip![36]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ali_2d0594.zip![44]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ali_2d0694.zip![40]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ali_2d0794.zip![39]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ali_2d0894.zip![56]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ansikeep.zip![45]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ansisnd.zip![6]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/apack_231.zip![27]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/art1294l.zip![11]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/artmag2.zip![14]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/artt1_2d95.zip![9]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/atl!-01.zip![32]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/atl-eans.zip![9]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/atm-0294.zip![49]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/atm-0594.zip![61]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/aura1195.zip![27]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/avpack01.zip![53]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/avpack02.zip![32]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/avpack07.zip![38]:PCMICRO.BBS	99b85068035b8ec1ff5cd9b9977137ce7ea8116676a079778ecea3dfe43b9342	fc38363f2722797b381a39e495b592beb19df057be99632ec875cab83fc901a8	pcmicro.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/axis-9.zip![18]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/b2b!0795.zip![32]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/b2b!1195.zip![25]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bad-0194.zip![42]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bad-0394.zip![24]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bad-0494.zip![24]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bad-0694.zip![23]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bkn-1194.zip![88]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bkn-1294.zip![125]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde0394.zip![40]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9404.zip![45]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9405.zip![38]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9406.zip![42]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9407.zip![50]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9408.zip![36]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9409.zip![40]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9410.zip![41]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9411.zip![57]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blde9412.zip![99]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bli-0994.zip![19]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bli-1094.zip![19]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blnt0494.zip![20]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blnt0594.zip![15]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/blnt0994.zip![25]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bm-pack1.zip![29]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/boa-0494.zip![53]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bre-0394.zip![24]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/bre-0594.zip![39]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/chlk1094.zip![45]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak08.zip![65]:CIA-FTR3.ZIP![6]:FFOZOUHM.TXT	156e98b129c46e2554ad6210bdff442c3bc4d02ba002c657518f2afc75e0f3a1	4cc5133e44c4e8cb1917c80b6e817957be17873d2ab4d773cb973ea793021f66	ffozouhm.txt	cp437-inferred	candidate-other	buggerer-deluxe
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak08.zip![80]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak09.zip![61]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak10.zip![35]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak11.zip![62]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak12.zip![62]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak13.zip![87]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak14.zip![96]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak15.zip![89]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak16.zip![95]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak17.zip![96]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak18.zip![77]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ciapak19.zip![58]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ck!col13.zip![5]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ck!col14.zip![12]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/cnc-0494.zip![60]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/cnc-0694.zip![55]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/corp0394.zip![42]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/cran1094.zip![21]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/crd-0995.zip![53]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/crd-1095.zip![23]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/cri-0394.zip![47]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/cri-0494.zip![50]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/cri-0594.zip![41]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/crim0694.zip![36]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
