origin	raw_sha256	normalized_sha256	basename	encoding	classification	markers
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/xed20doc.zip![3]:PROBOARD.BBS	5805b019fddfa7d4f63486cee43ae4f1a8a2556fa73a65f2cb0b326c24494a0b	eca78c2652febf2591e5d207174673904309fd016abfa09a29c31479d62752fa	proboard.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/xml10int.zip![11]:PROBOARD.BBS	5805b019fddfa7d4f63486cee43ae4f1a8a2556fa73a65f2cb0b326c24494a0b	eca78c2652febf2591e5d207174673904309fd016abfa09a29c31479d62752fa	proboard.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/xtc20int.zip![7]:DRINK.IT	5805b019fddfa7d4f63486cee43ae4f1a8a2556fa73a65f2cb0b326c24494a0b	eca78c2652febf2591e5d207174673904309fd016abfa09a29c31479d62752fa	drink.it	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/xtc_2d2lnr.zip![7]:XTRA.RAD	e64df37da6ec96e29e8d3dd86beb3885a141f3a3899df8eecfd5c9a778e889db	1fb870f79b6e342ffffc0e43dcb6a91a0219eb23c2cf60aeaa283dd28b02f4e0	xtra.rad	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/xtc_2delit.zip![6]:THEMOST.TXT	e64df37da6ec96e29e8d3dd86beb3885a141f3a3899df8eecfd5c9a778e889db	1fb870f79b6e342ffffc0e43dcb6a91a0219eb23c2cf60aeaa283dd28b02f4e0	themost.txt	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/xtc_2drnit.zip![3]:SMOKE.IT	e64df37da6ec96e29e8d3dd86beb3885a141f3a3899df8eecfd5c9a778e889db	1fb870f79b6e342ffffc0e43dcb6a91a0219eb23c2cf60aeaa283dd28b02f4e0	smoke.it	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/xuser.zip![5]:ARCHIVES.BBS	e64df37da6ec96e29e8d3dd86beb3885a141f3a3899df8eecfd5c9a778e889db	1fb870f79b6e342ffffc0e43dcb6a91a0219eb23c2cf60aeaa283dd28b02f4e0	archives.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/xvpb300.zip![7]:PCMICR0.NFO	aeca336a237b65122d7bb2c4e781637ee08036240ba6f1b23d04b90ceacdd273	a6665b8c998485cbf6463e274f019457d60c904ea16633e0b19fc1e9b54875e3	pcmicr0.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/z1_down.zip![5]:KICKIN.ASS	51af4b6ad1e2561ec7cb44d27a4b23e89904cf31f29096598d6a85770905fa0e	c2bdad322b0fa683eb255b54223391063ccfd76ad3f5f3431220d2b22b8383de	kickin.ass	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/z_21byelnr.zip![7]:DROPDEAD.NOW	5805b019fddfa7d4f63486cee43ae4f1a8a2556fa73a65f2cb0b326c24494a0b	eca78c2652febf2591e5d207174673904309fd016abfa09a29c31479d62752fa	dropdead.now	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zobday1.zip![6]:THEARCHI.VE	51af4b6ad1e2561ec7cb44d27a4b23e89904cf31f29096598d6a85770905fa0e	c2bdad322b0fa683eb255b54223391063ccfd76ad3f5f3431220d2b22b8383de	thearchi.ve	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zodisc11.zip![6]:YOUMUST.SEE	51af4b6ad1e2561ec7cb44d27a4b23e89904cf31f29096598d6a85770905fa0e	c2bdad322b0fa683eb255b54223391063ccfd76ad3f5f3431220d2b22b8383de	youmust.see	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zofed102.zip![3]:PCMICRO.BBS	da7f51f36c25306bbeca52ea6e7bb406cdb30cec229017111777447ed7b4ac9f	6ed977b7726dcfdfd71f9049ffdb245cab8c79d315c96762efe683ad8a6f770d	pcmicro.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zofscn10.zip![6]:PCMICRO.BBS	da7f51f36c25306bbeca52ea6e7bb406cdb30cec229017111777447ed7b4ac9f	6ed977b7726dcfdfd71f9049ffdb245cab8c79d315c96762efe683ad8a6f770d	pcmicro.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zoload1.zip![7]:SMOKEA.BUD	51af4b6ad1e2561ec7cb44d27a4b23e89904cf31f29096598d6a85770905fa0e	c2bdad322b0fa683eb255b54223391063ccfd76ad3f5f3431220d2b22b8383de	smokea.bud	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zomscn10.zip![5]:PCMICRO.BBS	da7f51f36c25306bbeca52ea6e7bb406cdb30cec229017111777447ed7b4ac9f	6ed977b7726dcfdfd71f9049ffdb245cab8c79d315c96762efe683ad8a6f770d	pcmicro.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zopause.zip![5]:PCMICRO.NFO	51af4b6ad1e2561ec7cb44d27a4b23e89904cf31f29096598d6a85770905fa0e	c2bdad322b0fa683eb255b54223391063ccfd76ad3f5f3431220d2b22b8383de	pcmicro.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zopblm11.zip![17]:PCMICRO.NFO	51af4b6ad1e2561ec7cb44d27a4b23e89904cf31f29096598d6a85770905fa0e	c2bdad322b0fa683eb255b54223391063ccfd76ad3f5f3431220d2b22b8383de	pcmicro.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zoswepbl.zip![3]:PCMICRO.BBS	da7f51f36c25306bbeca52ea6e7bb406cdb30cec229017111777447ed7b4ac9f	6ed977b7726dcfdfd71f9049ffdb245cab8c79d315c96762efe683ad8a6f770d	pcmicro.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zpex_pb2.zip![8]:PCMICRO.NFO	51af4b6ad1e2561ec7cb44d27a4b23e89904cf31f29096598d6a85770905fa0e	c2bdad322b0fa683eb255b54223391063ccfd76ad3f5f3431220d2b22b8383de	pcmicro.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/ProBoard-PEX-s/zt180.zip![7]:GOTO.HEL	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	goto.hel	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/bimod125.zip![13]:PCM.USA	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.usa	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/bimpro40.zip![0]:README.40	a1ad0c8411a2e3793131c93ce575d25204978056e962f1223cada382ad85ff92	7a267e54fcba0d4c603c6de55f46e19b4facc1bc6f8110b835e762bead0abda9	readme.40	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/bimpro40.zip![18]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/bimpro40.zip![1]:LEERME.40	68b8e183272efbfe6d8be5399e3aceaf650af2c6204d4c47a37a24bd8dda79a2	c15583871c015c878b57a97ba2034d3f545c074dff03001494a9b15a06a3ff7b	leerme.40	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/bone_2426.zip![26]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/cexyz100.zip![7]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/cexyz101.zip![7]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/clink140.zip![3]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/cmp141.zip![3]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/cxmodem.zip![10]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/darc210.zip![10]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/dsz0597.zip![18]:PCMBBS.WWW	99b85068035b8ec1ff5cd9b9977137ce7ea8116676a079778ecea3dfe43b9342	fc38363f2722797b381a39e495b592beb19df057be99632ec875cab83fc901a8	pcmbbs.www	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/dsz0597x.zip![3]:PCMICR0.NFO	aeca336a237b65122d7bb2c4e781637ee08036240ba6f1b23d04b90ceacdd273	a6665b8c998485cbf6463e274f019457d60c904ea16633e0b19fc1e9b54875e3	pcmicr0.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/dszbg.zip![1]:PCM.805	e64df37da6ec96e29e8d3dd86beb3885a141f3a3899df8eecfd5c9a778e889db	1fb870f79b6e342ffffc0e43dcb6a91a0219eb23c2cf60aeaa283dd28b02f4e0	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/ezpv11.zip![13]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/fdsz0597.zip![2]:PROTOCOL.HQ	aeca336a237b65122d7bb2c4e781637ee08036240ba6f1b23d04b90ceacdd273	a6665b8c998485cbf6463e274f019457d60c904ea16633e0b19fc1e9b54875e3	protocol.hq	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/fwzmodem.zip![3]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/gflnk112.zip![9]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/gsz0597.zip![16]:PCMBBS.WWW	99b85068035b8ec1ff5cd9b9977137ce7ea8116676a079778ecea3dfe43b9342	fc38363f2722797b381a39e495b592beb19df057be99632ec875cab83fc901a8	pcmbbs.www	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hc2_109b.zip![9]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hcom_108.zip![8]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hdkinfo.zip![19]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hs121.zip![17]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hs121c5.zip![14]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hsd115b2.zip![12]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hsl1215.zip![5]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hsl_2d288b.zip![6]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hslt110.zip![10]:PCM.805	325dccb7a078d40293f736e3be2d98dd054453762f939e9d25cf271233e530a6	e9ae62a2b387d61a0d2d339134f2941b9ac284e419844b9b63128e648fda2b7c	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hsrc_100.zip![16]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hydrakit.zip![3]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hydraos2.zip![2]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/hyperpro.zip![3]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/izm110.zip![12]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/janus.zip![9]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/jmod121.zip![32]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/jmod310.zip![26]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/kerm313.zip![87]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/kmw080a.zip![8]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/lynx302.zip![3]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/lzmdm101.zip![4]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/m2z215.zip![15]:PROTOCOL.BBS	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	protocol.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/maspro11.zip![7]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/mlink16.zip![3]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/mpmod160.zip![14]:PCMICR0.NFO	aeca336a237b65122d7bb2c4e781637ee08036240ba6f1b23d04b90ceacdd273	a6665b8c998485cbf6463e274f019457d60c904ea16633e0b19fc1e9b54875e3	pcmicr0.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/mpt110.zip![6]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/nmodm231.zip![16]:README.BBS	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	readme.bbs	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/noleech.zip![4]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/oker_105.zip![2]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/p205.zip![36]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/pckerm21.zip![4]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/pcz406.zip![14]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/ppl4c10.zip![52]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/ppl4p10.zip![27]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/pr_ra111.zip![4]:PCM.805	325dccb7a078d40293f736e3be2d98dd054453762f939e9d25cf271233e530a6	e9ae62a2b387d61a0d2d339134f2941b9ac284e419844b9b63128e648fda2b7c	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/prot018s.zip![12]:ARCHIVES.PCM	2de9e6d8541d9223881274fb48dfab8931c0cbce74934568f3e40f392dd67f38	07973d4d9ec440125e412e603fe7cb42d4f2ee6823a41022b7bc2d78800b059a	archives.pcm	cp437-inferred	candidate-other	bbs-archives,pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/prot100.zip![12]:ARCHIVES.PCM	2de9e6d8541d9223881274fb48dfab8931c0cbce74934568f3e40f392dd67f38	07973d4d9ec440125e412e603fe7cb42d4f2ee6823a41022b7bc2d78800b059a	archives.pcm	cp437-inferred	candidate-other	bbs-archives,pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/prote100.zip![9]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/protocol.zip![3]:PCM.NFO	cdd673edff07834fffa57a5ae07af0fffee0f03b10029b88c6df5e7c7f99a0c0	a27d192286bbf69d08fc8f20850ff5711ff4ea1359cd00aedcdcee5681b4f232	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/puma110.zip![6]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/punter.zip![3]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/rabi_132.zip![13]:PCM.805	325dccb7a078d40293f736e3be2d98dd054453762f939e9d25cf271233e530a6	e9ae62a2b387d61a0d2d339134f2941b9ac284e419844b9b63128e648fda2b7c	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Protocols/rafz042_21.zip![6]:SOURCE.NFO	51af4b6ad1e2561ec7cb44d27a4b23e89904cf31f29096598d6a85770905fa0e	c2bdad322b0fa683eb255b54223391063ccfd76ad3f5f3431220d2b22b8383de	source.nfo	cp437-inferred	doc-like	pacific-coast-micro
